,P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa
356,170192,1.13,587.33,485909,3.24,1682.62,17.24,98918,83
1277,256092,1.71,882.8,417278,2.78,1441.46,24.27,98422,43
1312,0,0.0,0.62,4017,0.03,14.54,24.27,98406,43
1746,0,0.0,0.62,3162,0.02,11.58,22.29,98181,44
340,87647,0.58,303.38,386214,2.57,1333.08,17.26,98918,84
431,168571,1.12,581.76,351845,2.35,1213.64,26.75,98896,42
473,0,0.0,0.62,0,0.0,0.62,27.46,98800,38
217,233660,1.56,805.58,620898,4.14,2165.97,17.81,98886,83
911,117237,0.78,405.25,327959,2.19,1130.88,24.17,98953,38
1227,35393,0.24,123.12,134019,0.89,462.97,24.89,98431,42
1655,50973,0.34,176.93,132075,0.88,456.28,22.62,98236,42
1011,170382,1.14,587.99,243742,1.62,840.28,32.32,98430,23
2027,0,0.0,0.62,10954,0.07,38.57,20.9,98128,50
93,0,0.0,0.62,234541,1.56,808.61,18.61,98917,78
1008,0,0.0,0.62,3855,0.03,13.98,32.16,98431,23
1070,0,0.0,0.62,12916,0.09,45.37,26.44,98433,34
1092,0,0.0,0.62,48115,0.32,167.06,26.49,98438,35
1644,0,0.0,0.62,19890,0.13,69.51,22.7,98249,42
1308,0,0.0,0.62,90530,0.6,313.32,24.2,98407,44
696,0,0.0,0.62,2559,0.02,9.49,29.16,98782,26
1865,0,0.0,0.62,0,0.0,0.62,21.45,98146,46
996,36820,0.25,128.05,88465,0.59,306.2,33.08,98441,22
1458,0,0.0,0.62,0,0.0,0.62,23.69,98350,41
153,0,0.0,0.62,103795,0.69,358.99,18.34,98919,79
1099,0,0.0,0.62,0,0.0,0.62,26.44,98446,36
1783,0,0.0,0.62,34774,0.23,120.98,21.94,98168,45
2062,47132,0.31,163.67,121788,0.81,420.9,20.69,98126,52
789,0,0.0,0.62,0,0.0,0.62,26.22,98822,34
580,0,0.0,0.62,0,0.0,0.62,28.46,98778,26
1470,0,0.0,0.62,0,0.0,0.62,23.63,98337,41
703,93185,0.62,322.46,189219,1.26,652.74,29.32,98789,26
1212,0,0.0,0.62,127872,0.85,441.83,24.94,98429,41
1295,0,0.0,0.62,0,0.0,0.62,24.15,98417,43
1729,0,0.0,0.62,0,0.0,0.62,22.45,98180,44
1260,0,0.0,0.62,0,0.0,0.62,24.75,98431,42
487,0,0.0,0.62,0,0.0,0.62,27.61,98785,36
559,0,0.0,0.62,168237,1.12,580.61,27.9,98780,29
1141,51552,0.34,178.93,97085,0.65,335.89,25.77,98431,38
1119,0,0.0,0.62,0,0.0,0.62,26.3,98448,36
801,0,0.0,0.62,27801,0.19,96.87,26.1,98827,34
512,0,0.0,0.62,63726,0.42,220.94,27.53,98772,32
633,0,0.0,0.62,58437,0.39,202.69,29.31,98783,27
1537,0,0.0,0.62,1776,0.01,6.78,23.23,98305,40
1856,20260,0.14,70.79,211193,1.41,728.29,21.51,98142,46
1604,0,0.0,0.62,35232,0.23,122.56,22.64,98274,42
1150,0,0.0,0.62,101265,0.68,350.28,25.62,98427,38
790,0,0.0,0.62,63004,0.42,218.44,26.21,98823,34
116,155549,1.04,537.0,395454,2.64,1365.27,18.26,98912,79
1497,0,0.0,0.62,182043,1.21,628.07,23.28,98341,41
740,0,0.0,0.62,0,0.0,0.62,27.31,98796,30
1755,0,0.0,0.62,0,0.0,0.62,22.19,98174,44
1081,0,0.0,0.62,216532,1.44,746.65,26.54,98437,35
830,0,0.0,0.62,72628,0.48,251.63,25.18,98922,37
119,126668,0.84,437.69,294052,1.96,1013.68,18.05,98917,80
656,0,0.0,0.62,0,0.0,0.62,28.99,98788,29
1983,260916,1.74,899.42,368550,2.46,1271.64,20.85,98142,49
635,0,0.0,0.62,0,0.0,0.62,29.26,98779,27
369,0,0.0,0.62,176870,1.18,610.29,17.28,98940,83
268,0,0.0,0.62,365738,2.44,1261.87,17.16,98902,85
655,0,0.0,0.62,90799,0.61,314.24,28.94,98784,29
935,0,0.0,0.62,46725,0.31,162.26,31.89,98508,21
822,268310,1.79,924.9,496846,3.31,1721.3,25.69,98859,34
866,0,0.0,0.62,0,0.0,0.62,24.53,98938,37
46,125525,0.84,433.76,174682,1.16,602.77,18.56,98879,76
1373,0,0.0,0.62,0,0.0,0.62,23.83,98368,44
1773,0,0.0,0.62,101209,0.67,350.09,22.04,98167,45
991,0,0.0,0.62,36094,0.24,125.54,33.42,98437,21
876,0,0.0,0.62,1597,0.01,6.16,24.43,98945,38
773,0,0.0,0.62,0,0.0,0.62,26.34,98815,33
1219,0,0.0,0.62,0,0.0,0.62,24.84,98435,42
1126,147923,0.99,510.78,294979,1.97,1016.88,26.11,98449,37
4,153937,1.03,531.46,285021,1.9,982.52,20.2,98868,68
1003,12035,0.08,42.32,352160,2.35,1214.73,32.65,98433,23
1789,0,0.0,0.62,135263,0.9,467.25,21.89,98167,46
263,0,0.0,0.62,81884,0.55,283.53,17.18,98907,85
1628,0,0.0,0.62,30972,0.21,107.84,22.64,98262,43
1902,0,0.0,0.62,32894,0.22,114.48,21.34,98140,46
443,0,0.0,0.62,236085,1.57,813.92,27.53,98889,42
1002,0,0.0,0.62,0,0.0,0.62,32.55,98435,22
1077,0,0.0,0.62,0,0.0,0.62,26.34,98436,35
837,0,0.0,0.62,0,0.0,0.62,25.06,98922,37
1859,0,0.0,0.62,37844,0.25,131.59,21.58,98148,46
304,41829,0.28,145.36,706648,4.71,2481.01,17.17,98909,85
1365,0,0.0,0.62,0,0.0,0.62,23.84,98363,44
1616,108528,0.72,375.28,159218,1.06,549.61,22.68,98276,42
313,10579,0.07,37.28,249523,1.66,860.18,17.21,98903,85
149,0,0.0,0.62,196063,1.31,676.27,18.39,98926,79
1148,0,0.0,0.62,187075,1.25,645.37,25.49,98426,39
1213,0,0.0,0.62,0,0.0,0.62,24.84,98430,42
574,0,0.0,0.62,102332,0.68,353.95,28.31,98787,26
50,0,0.0,0.62,200489,1.34,691.49,18.37,98886,77
1611,0,0.0,0.62,0,0.0,0.62,22.73,98278,42
726,0,0.0,0.62,0,0.0,0.62,28.56,98787,28
833,20397,0.14,71.26,135941,0.91,469.58,25.12,98921,37
1377,78118,0.52,270.55,273755,1.83,943.67,23.88,98360,44
1115,64224,0.43,222.65,322617,2.15,1112.39,26.41,98445,36
1166,80146,0.53,277.54,138696,0.92,479.05,25.46,98430,39
470,0,0.0,0.62,75828,0.51,262.66,27.34,98859,40
971,76711,0.51,265.7,246470,1.64,849.67,33.06,98451,22
653,0,0.0,0.62,8803,0.06,31.12,28.92,98780,28
399,0,0.0,0.62,179711,1.2,620.06,17.2,98938,83
511,0,0.0,0.62,19419,0.13,67.88,27.55,98786,34
320,0,0.0,0.62,158596,1.06,547.47,17.21,98903,85
19,0,0.0,0.62,103293,0.69,357.26,18.83,98853,74
684,0,0.0,0.62,0,0.0,0.62,28.92,98787,27
35,0,0.0,0.62,56770,0.38,196.94,18.69,98865,75
902,0,0.0,0.62,41700,0.28,144.91,24.26,98960,38
1846,0,0.0,0.62,8302,0.06,29.39,21.57,98145,46
827,0,0.0,0.62,41730,0.28,145.01,25.66,98868,35
1867,0,0.0,0.62,50524,0.34,175.38,21.4,98143,46
407,266830,1.78,919.8,694496,4.63,2435.92,26.37,98915,46
920,0,0.0,0.62,0,0.0,0.62,22.46,98939,39
537,0,0.0,0.62,0,0.0,0.62,27.58,98774,32
758,0,0.0,0.62,2898,0.02,10.66,26.59,98805,33
1980,0,0.0,0.62,0,0.0,0.62,20.77,98135,49
1062,0,0.0,0.62,0,0.0,0.62,26.5,98430,34
1199,0,0.0,0.62,0,0.0,0.62,25.05,98423,41
245,10977,0.07,38.65,208213,1.39,718.05,17.24,98907,85
1416,0,0.0,0.62,75324,0.5,260.92,23.51,98355,43
1127,0,0.0,0.62,86948,0.58,300.98,26.21,98449,37
784,47635,0.32,165.41,144835,0.97,500.16,26.19,98817,34
1809,135904,0.91,469.45,314720,2.1,1085.08,21.92,98151,46
489,0,0.0,0.62,80450,0.54,278.59,27.58,98788,35
154,0,0.0,0.62,59634,0.4,206.82,18.28,98917,79
961,106816,0.71,369.39,164050,1.09,566.22,33.21,98449,20
853,0,0.0,0.62,21410,0.14,74.77,24.77,98927,37
1311,0,0.0,0.62,2753,0.02,10.16,24.28,98407,43
625,0,0.0,0.62,0,0.0,0.62,29.68,98786,27
685,39473,0.26,137.22,113666,0.76,392.96,28.97,98783,27
1620,108662,0.72,375.74,180014,1.2,621.1,22.65,98266,43
569,0,0.0,0.62,7098,0.05,25.22,28.19,98780,28
1984,0,0.0,0.62,117772,0.79,407.09,20.87,98140,49
17,0,0.0,0.62,322161,2.15,1110.81,19.08,98858,73
127,0,0.0,0.62,223262,1.49,769.8,18.03,98916,80
1346,0,0.0,0.62,36197,0.24,125.9,24.14,98383,44
1279,0,0.0,0.62,55103,0.37,191.19,24.3,98420,43
2046,55888,0.37,193.89,197271,1.32,680.42,20.74,98125,51
927,0,0.0,0.62,143785,0.96,496.55,32.01,98513,21
980,199242,1.33,687.2,342338,2.28,1180.68,33.64,98441,21
2042,0,0.0,0.62,17316,0.12,60.6,20.75,98123,51
190,121801,0.81,420.95,626684,4.18,2187.01,18.0,98894,81
1139,0,0.0,0.62,93290,0.62,322.82,25.8,98433,38
992,0,0.0,0.62,155215,1.03,535.85,33.24,98438,22
2033,0,0.0,0.62,3020,0.02,11.09,20.75,98130,51
1719,0,0.0,0.62,0,0.0,0.62,22.53,98185,43
606,0,0.0,0.62,84168,0.56,291.4,29.65,98774,25
180,37134,0.25,129.14,272325,1.82,938.74,17.98,98896,81
301,48511,0.32,168.43,296328,1.98,1021.54,17.17,98912,85
496,0,0.0,0.62,5841,0.04,20.86,27.58,98801,36
1760,0,0.0,0.62,175023,1.17,603.94,22.12,98170,45
1774,0,0.0,0.62,111896,0.75,386.87,22.05,98171,45
1724,0,0.0,0.62,86216,0.57,298.46,22.48,98187,43
1931,0,0.0,0.62,0,0.0,0.62,21.08,98154,47
517,0,0.0,0.62,29462,0.2,102.62,27.64,98778,33
1396,0,0.0,0.62,0,0.0,0.62,23.74,98366,45
1069,0,0.0,0.62,0,0.0,0.62,26.45,98432,34
476,0,0.0,0.62,223760,1.49,771.52,27.49,98796,38
157,141713,0.94,489.43,295451,1.97,1018.51,18.22,98922,79
1243,80044,0.53,277.19,255309,1.7,880.11,24.99,98426,42
1195,0,0.0,0.62,0,0.0,0.62,25.22,98426,40
16,0,0.0,0.62,79050,0.53,273.77,19.16,98867,73
1535,0,0.0,0.62,0,0.0,0.62,23.28,98312,40
1072,0,0.0,0.62,0,0.0,0.62,26.25,98435,35
2049,0,0.0,0.62,0,0.0,0.62,20.72,98119,52
546,0,0.0,0.62,0,0.0,0.62,27.67,98772,30
1539,73437,0.49,254.42,305822,2.04,1054.33,23.15,98308,40
658,0,0.0,0.62,0,0.0,0.62,28.92,98780,28
2052,0,0.0,0.62,0,0.0,0.62,20.73,98117,52
1019,0,0.0,0.62,44608,0.3,154.95,32.44,98424,23
1963,0,0.0,0.62,6861,0.05,24.4,20.8,98145,49
1504,0,0.0,0.62,0,0.0,0.62,23.2,98333,41
959,0,0.0,0.62,0,0.0,0.62,33.06,98454,20
1957,0,0.0,0.62,0,0.0,0.62,20.97,98149,48
283,0,0.0,0.62,356646,2.38,1230.3,17.13,98915,84
1632,146044,0.97,504.32,435251,2.9,1504.37,22.58,98264,42
797,0,0.0,0.62,0,0.0,0.62,26.1,98824,34
1686,0,0.0,0.62,0,0.0,0.62,22.35,98203,43
225,48853,0.33,169.61,378944,2.53,1307.78,17.82,98891,83
26,0,0.0,0.62,84426,0.56,292.29,18.92,98864,74
1838,0,0.0,0.62,83850,0.56,290.3,21.68,98151,46
437,0,0.0,0.62,89615,0.6,310.16,27.19,98897,43
2026,315098,2.1,1086.39,508210,3.39,1761.58,20.9,98125,50
1388,0,0.0,0.62,38934,0.26,135.35,23.76,98370,45
229,0,0.0,0.62,314802,2.1,1085.36,17.56,98892,84
37,86404,0.58,299.1,240731,1.6,829.91,18.58,98862,76
749,0,0.0,0.62,0,0.0,0.62,26.96,98795,32
1045,0,0.0,0.62,0,0.0,0.62,32.33,98417,23
1398,0,0.0,0.62,3000,0.02,11.02,23.83,98365,45
469,0,0.0,0.62,14509,0.1,50.88,27.36,98862,40
1876,0,0.0,0.62,5796,0.04,20.71,21.27,98143,46
2045,0,0.0,0.62,190297,1.27,656.45,20.72,98123,51
687,0,0.0,0.62,87630,0.58,303.33,29.0,98786,26
1916,0,0.0,0.62,0,0.0,0.62,21.26,98143,47
639,0,0.0,0.62,0,0.0,0.62,29.23,98789,27
1777,0,0.0,0.62,0,0.0,0.62,22.02,98171,45
1218,0,0.0,0.62,99677,0.66,344.81,24.82,98436,42
1158,0,0.0,0.62,101189,0.67,350.02,25.47,98431,39
1415,0,0.0,0.62,0,0.0,0.62,23.47,98353,43
1527,0,0.0,0.62,14241,0.09,49.96,23.26,98316,40
1717,0,0.0,0.62,29413,0.2,102.45,22.49,98193,43
1300,0,0.0,0.62,0,0.0,0.62,24.19,98410,43
1894,327692,2.18,1129.95,532978,3.55,1849.65,21.23,98144,46
800,0,0.0,0.62,0,0.0,0.62,26.13,98831,34
1603,212261,1.42,731.97,311151,2.07,1072.74,22.69,98275,42
160,124448,0.83,430.05,311630,2.08,1074.4,18.14,98919,79
956,0,0.0,0.62,110077,0.73,380.61,32.98,98456,21
1186,61149,0.41,212.05,202507,1.35,698.42,25.24,98435,40
821,0,0.0,0.62,0,0.0,0.62,25.7,98859,34
1745,0,0.0,0.62,66511,0.44,230.54,22.31,98175,44
877,0,0.0,0.62,26791,0.18,93.38,24.42,98947,38
913,0,0.0,0.62,143888,0.96,496.91,24.21,98954,38
152,0,0.0,0.62,252256,1.68,869.59,18.38,98922,79
1909,113670,0.76,392.97,441155,2.94,1525.07,21.27,98145,46
1844,0,0.0,0.62,11026,0.07,38.82,21.61,98142,46
509,0,0.0,0.62,14909,0.1,52.27,27.52,98782,36
1135,8106,0.05,28.71,308566,2.06,1063.81,26.0,98437,37
1250,0,0.0,0.62,18517,0.12,64.76,24.74,98431,42
1727,0,0.0,0.62,0,0.0,0.62,22.43,98184,44
103,0,0.0,0.62,314031,2.09,1082.7,18.92,98917,77
1445,0,0.0,0.62,0,0.0,0.62,23.54,98345,42
1443,0,0.0,0.62,56987,0.38,197.69,23.53,98341,42
1805,186950,1.25,644.94,298703,1.99,1029.74,21.88,98158,46
586,63851,0.43,221.37,194108,1.29,669.55,28.81,98777,26
1954,0,0.0,0.62,133691,0.89,461.84,21.01,98146,48
1696,0,0.0,0.62,0,0.0,0.62,22.32,98198,44
1143,167528,1.12,578.18,312062,2.08,1075.89,25.75,98430,38
53,0,0.0,0.62,103703,0.69,358.67,18.27,98890,78
151,0,0.0,0.62,338547,2.26,1167.54,18.43,98925,79
403,10724,0.07,37.78,197486,1.32,681.16,17.21,98941,82
2020,57558,0.38,199.66,111330,0.74,384.92,20.9,98134,50
207,43062,0.29,149.61,393772,2.63,1359.41,17.63,98878,83
1970,0,0.0,0.62,110284,0.74,381.32,20.79,98140,49
1682,24435,0.16,85.23,131540,0.88,454.44,22.4,98205,43
1122,0,0.0,0.62,70141,0.47,243.06,26.3,98451,36
1817,46694,0.31,162.16,187685,1.25,647.47,21.96,98155,46
8,0,0.0,0.62,77055,0.51,266.89,19.69,98867,71
1014,0,0.0,0.62,0,0.0,0.62,32.44,98427,23
1866,0,0.0,0.62,101176,0.67,349.97,21.45,98145,46
1060,33816,0.23,117.67,281611,1.88,970.76,26.6,98427,34
452,0,0.0,0.62,118404,0.79,409.26,27.45,98879,38
1675,75134,0.5,260.27,163336,1.09,563.77,22.28,98209,43
253,0,0.0,0.62,541202,3.61,1878.98,17.23,98910,85
1327,0,0.0,0.62,66841,0.45,231.68,24.37,98405,43
896,0,0.0,0.62,88669,0.59,306.91,24.27,98958,38
1800,0,0.0,0.62,13591,0.09,47.71,21.86,98163,46
880,0,0.0,0.62,120507,0.8,416.5,24.39,98945,38
1595,0,0.0,0.62,10519,0.07,37.07,22.78,98279,42
1964,322112,2.15,1110.64,430306,2.87,1487.04,20.82,98146,49
623,0,0.0,0.62,67186,0.45,232.87,29.76,98772,27
345,595627,3.97,2074.42,1230353,8.2,4617.21,17.23,98917,84
1767,0,0.0,0.62,0,0.0,0.62,22.07,98168,45
262,84184,0.56,291.46,607792,4.05,2118.42,17.17,98904,85
1634,40132,0.27,139.49,87429,0.58,302.63,22.63,98261,43
1321,0,0.0,0.62,5765,0.04,20.6,24.3,98409,43
1438,0,0.0,0.62,1616,0.01,6.22,23.49,98339,42
150,0,0.0,0.62,123235,0.82,425.88,18.42,98921,79
472,0,0.0,0.62,76020,0.51,263.32,27.19,98856,40
640,0,0.0,0.62,0,0.0,0.62,29.18,98780,27
871,25693,0.17,89.58,127277,0.85,439.78,24.47,98947,37
1958,0,0.0,0.62,59018,0.39,204.69,20.88,98148,48
550,77265,0.52,267.61,279453,1.86,963.31,27.84,98779,29
1847,0,0.0,0.62,0,0.0,0.62,21.54,98138,46
928,0,0.0,0.62,0,0.0,0.62,32.01,98514,21
488,0,0.0,0.62,0,0.0,0.62,27.59,98782,35
1734,57125,0.38,198.16,136660,0.91,472.05,22.49,98183,44
1882,0,0.0,0.62,0,0.0,0.62,21.31,98139,46
1171,0,0.0,0.62,96539,0.64,334.01,25.52,98430,39
146,0,0.0,0.62,159653,1.06,551.11,18.38,98921,78
1769,0,0.0,0.62,8386,0.06,29.68,22.0,98169,45
2006,0,0.0,0.62,0,0.0,0.62,20.92,98129,49
402,156141,1.04,539.03,416825,2.78,1439.87,17.23,98942,82
954,0,0.0,0.62,0,0.0,0.62,32.76,98450,21
1952,0,0.0,0.62,83358,0.56,288.61,21.01,98149,48
659,0,0.0,0.62,0,0.0,0.62,28.91,98786,28
1372,0,0.0,0.62,7912,0.05,28.04,23.79,98367,44
463,0,0.0,0.62,1699892,11.33,7006.52,27.64,98871,41
1349,0,0.0,0.62,0,0.0,0.62,24.16,98380,44
186,0,0.0,0.62,216079,1.44,745.1,18.1,98898,81
1147,0,0.0,0.62,0,0.0,0.62,25.63,98427,38
1224,27653,0.18,96.36,148944,0.99,514.29,24.82,98432,42
608,0,0.0,0.62,0,0.0,0.62,29.58,98770,26
143,40702,0.27,141.46,388422,2.59,1340.77,18.39,98919,79
751,0,0.0,0.62,0,0.0,0.62,26.85,98793,32
1534,149138,0.99,514.96,374331,2.5,1291.73,23.27,98307,40
981,137887,0.92,476.27,193322,1.29,666.85,33.67,98443,21
197,82243,0.55,284.77,479073,3.19,1658.48,17.81,98884,82
1633,0,0.0,0.62,157252,1.05,542.85,22.61,98257,42
883,0,0.0,0.62,29019,0.19,101.08,24.37,98944,38
279,151165,1.01,521.93,314698,2.1,1085.01,17.16,98910,84
293,0,0.0,0.62,145705,0.97,503.15,17.13,98908,84
1907,0,0.0,0.62,0,0.0,0.62,21.3,98148,46
400,0,0.0,0.62,14595,0.1,51.18,17.19,98941,83
122,0,0.0,0.62,27464,0.18,95.71,18.0,98916,81
1207,0,0.0,0.62,76488,0.51,264.94,24.98,98431,41
202,69331,0.46,240.26,340402,2.27,1173.97,17.73,98884,83
1462,0,0.0,0.62,41564,0.28,144.44,23.61,98343,41
835,0,0.0,0.62,5406,0.04,19.36,25.1,98922,36
246,0,0.0,0.62,513692,3.42,1781.03,17.24,98911,85
1439,0,0.0,0.62,0,0.0,0.62,23.54,98343,42
1733,0,0.0,0.62,212597,1.42,733.12,22.46,98181,44
1820,0,0.0,0.62,5400,0.04,19.34,21.94,98155,46
1977,0,0.0,0.62,120699,0.8,417.16,20.78,98139,49
1707,92040,0.61,318.52,279140,1.86,962.23,22.39,98191,43
1956,0,0.0,0.62,67139,0.45,232.71,20.99,98152,48
1153,0,0.0,0.62,0,0.0,0.62,25.59,98432,39
1661,93167,0.62,322.4,164413,1.1,567.47,22.45,98218,43
1426,0,0.0,0.62,0,0.0,0.62,23.47,98346,43
384,136477,0.91,471.42,612842,4.09,2136.73,17.23,98921,83
1825,106894,0.71,369.65,196214,1.31,676.79,21.94,98153,45
1759,0,0.0,0.62,67153,0.45,232.75,22.15,98174,45
854,0,0.0,0.62,0,0.0,0.62,24.75,98927,37
1589,0,0.0,0.62,135598,0.9,468.4,22.81,98280,42
219,211010,1.41,727.66,346428,2.31,1194.85,17.86,98887,82
641,3183,0.02,11.65,285201,1.9,983.14,29.0,98776,27
1,0,0.0,0.62,67639,0.45,234.43,20.38,98866,68
112,70098,0.47,242.91,386368,2.58,1333.62,18.43,98922,78
698,0,0.0,0.62,159063,1.06,549.08,29.19,98783,27
1992,0,0.0,0.62,0,0.0,0.62,20.82,98137,49
951,0,0.0,0.62,112056,0.75,387.42,32.7,98454,21
1648,0,0.0,0.62,89029,0.59,308.15,22.75,98244,42
1636,0,0.0,0.62,183625,1.22,633.51,22.67,98250,43
1815,0,0.0,0.62,0,0.0,0.62,21.92,98154,46
1410,0,0.0,0.62,63467,0.42,220.04,23.65,98360,44
1409,0,0.0,0.62,48195,0.32,167.34,23.65,98357,44
1533,0,0.0,0.62,0,0.0,0.62,23.34,98310,40
1291,0,0.0,0.62,0,0.0,0.62,24.16,98417,43
1879,0,0.0,0.62,0,0.0,0.62,21.29,98147,46
441,0,0.0,0.62,0,0.0,0.62,27.39,98883,42
1520,0,0.0,0.62,0,0.0,0.62,23.26,98323,40
1136,0,0.0,0.62,162256,1.08,560.05,26.04,98436,37
1715,0,0.0,0.62,120636,0.8,416.94,22.46,98187,43
1256,54622,0.36,189.53,130023,0.87,449.23,24.87,98434,42
1937,59578,0.4,206.63,118535,0.79,409.71,21.13,98154,47
1631,0,0.0,0.62,62310,0.42,216.05,22.58,98264,42
1695,37008,0.25,128.7,100003,0.67,345.93,22.3,98195,43
1397,0,0.0,0.62,118346,0.79,409.06,23.78,98368,45
663,0,0.0,0.62,168803,1.13,582.56,28.82,98782,27
1908,17715,0.12,61.98,91995,0.61,318.36,21.36,98150,46
1257,0,0.0,0.62,104779,0.7,362.37,24.94,98436,42
1841,0,0.0,0.62,0,0.0,0.62,21.6,98148,46
1700,0,0.0,0.62,0,0.0,0.62,22.36,98193,43
317,237951,1.59,820.35,537700,3.58,1866.49,17.2,98906,85
648,0,0.0,0.62,0,0.0,0.62,29.14,98772,28
1434,0,0.0,0.62,54495,0.36,189.09,23.47,98343,43
1479,78193,0.52,270.81,261372,1.74,900.99,23.51,98347,41
709,0,0.0,0.62,214716,1.43,740.41,29.27,98785,28
1382,101752,0.68,351.96,217266,1.45,749.18,23.77,98368,45
1282,38077,0.25,132.39,135224,0.9,467.11,24.3,98420,43
1768,0,0.0,0.62,0,0.0,0.62,22.05,98171,45
972,0,0.0,0.62,0,0.0,0.62,33.02,98450,22
627,0,0.0,0.62,55894,0.37,193.92,29.59,98779,27
632,0,0.0,0.62,106572,0.71,368.55,29.4,98779,28
1306,0,0.0,0.62,109822,0.73,379.73,24.16,98413,44
1400,0,0.0,0.62,51248,0.34,177.88,23.79,98362,45
1408,0,0.0,0.62,0,0.0,0.62,23.63,98363,44
1248,0,0.0,0.62,107252,0.72,370.89,24.85,98429,42
2030,0,0.0,0.62,0,0.0,0.62,20.82,98124,50
1254,56674,0.38,196.61,176625,1.18,609.45,24.84,98433,42
1496,161115,1.07,556.13,279693,1.86,964.14,23.25,98340,41
1371,0,0.0,0.62,132663,0.88,458.31,23.86,98366,44
1529,118813,0.79,410.67,163164,1.09,563.17,23.24,98311,40
1663,0,0.0,0.62,1542,0.01,5.97,22.39,98222,43
1354,58294,0.39,202.2,108469,0.72,375.07,24.06,98374,44
1821,0,0.0,0.62,236335,1.58,814.78,21.94,98153,46
2003,0,0.0,0.62,0,0.0,0.62,21.01,98131,49
1976,0,0.0,0.62,123759,0.83,427.68,20.72,98135,49
1643,0,0.0,0.62,0,0.0,0.62,22.7,98246,42
1922,0,0.0,0.62,47990,0.32,166.63,21.31,98147,46
795,0,0.0,0.62,0,0.0,0.62,26.16,98824,34
645,0,0.0,0.62,0,0.0,0.62,29.14,98776,27
1012,0,0.0,0.62,41008,0.27,142.52,32.36,98433,23
1912,0,0.0,0.62,0,0.0,0.62,21.24,98143,47
556,53656,0.36,186.19,212248,1.41,731.92,27.87,98771,30
681,0,0.0,0.62,46365,0.31,161.02,28.82,98782,27
577,0,0.0,0.62,3987,0.03,14.44,28.39,98786,27
1819,105212,0.7,363.86,197700,1.32,681.9,21.97,98150,46
1109,0,0.0,0.62,23691,0.16,82.66,26.35,98444,36
1266,0,0.0,0.62,0,0.0,0.62,24.81,98432,42
1722,0,0.0,0.62,0,0.0,0.62,22.49,98188,43
1942,12500,0.08,43.93,281414,1.88,970.08,21.05,98158,48
1183,166549,1.11,574.81,296659,1.98,1022.68,25.24,98439,40
524,0,0.0,0.62,45665,0.3,158.6,27.76,98768,31
1059,0,0.0,0.62,0,0.0,0.62,26.67,98424,34
540,0,0.0,0.62,28656,0.19,99.83,27.58,98774,30
1194,0,0.0,0.62,0,0.0,0.62,25.23,98429,40
1678,94349,0.63,326.47,135855,0.91,469.28,22.26,98201,43
748,0,0.0,0.62,0,0.0,0.62,27.01,98796,31
1925,0,0.0,0.62,0,0.0,0.62,21.32,98144,47
1430,27140,0.18,94.59,292120,1.95,1007.02,23.43,98349,43
484,0,0.0,0.62,74685,0.5,258.72,27.61,98781,35
1757,0,0.0,0.62,0,0.0,0.62,22.19,98178,44
95,91665,0.61,317.22,309543,2.06,1067.19,18.74,98920,77
1020,134577,0.9,464.89,788080,5.25,2787.26,32.34,98427,23
563,0,0.0,0.62,0,0.0,0.62,27.99,98772,29
1264,0,0.0,0.62,2688,0.02,9.94,24.87,98432,42
742,127680,0.85,441.17,300006,2.0,1034.24,27.21,98790,31
863,0,0.0,0.62,72105,0.48,249.83,24.6,98936,38
1598,0,0.0,0.62,177899,1.19,613.83,22.74,98273,42
1714,0,0.0,0.62,0,0.0,0.62,22.43,98186,43
1484,0,0.0,0.62,0,0.0,0.62,23.44,98343,41
891,0,0.0,0.62,100616,0.67,348.04,24.31,98948,38
1577,0,0.0,0.62,0,0.0,0.62,22.88,98282,42
1881,0,0.0,0.62,69206,0.46,239.83,21.31,98142,46
1038,0,0.0,0.62,108827,0.73,376.31,32.81,98426,22
206,0,0.0,0.62,351923,2.35,1213.91,17.64,98879,83
392,0,0.0,0.62,16075,0.11,56.3,17.22,98926,83
794,0,0.0,0.62,47774,0.32,165.89,26.18,98821,33
870,0,0.0,0.62,3276,0.02,11.97,24.48,98949,37
397,317186,2.11,1093.61,524116,3.49,1818.09,17.21,98932,82
766,0,0.0,0.62,0,0.0,0.62,26.46,98809,33
1914,79644,0.53,275.81,151588,1.01,523.38,21.29,98152,47
1241,221452,1.48,763.58,340612,2.27,1174.69,24.92,98428,42
1028,0,0.0,0.62,94457,0.63,326.84,32.23,98422,23
1792,0,0.0,0.62,53288,0.36,184.92,21.85,98168,46
642,0,0.0,0.62,242844,1.62,837.19,29.08,98774,27
1967,0,0.0,0.62,7534,0.05,26.73,20.82,98143,49
612,0,0.0,0.62,150035,1.0,518.04,29.82,98770,25
1762,0,0.0,0.62,99648,0.66,344.71,22.08,98173,45
960,0,0.0,0.62,0,0.0,0.62,33.18,98456,21
1570,0,0.0,0.62,0,0.0,0.62,22.94,98288,41
725,181925,1.21,627.67,363631,2.42,1254.55,28.59,98790,29
1989,12907,0.09,45.34,137309,0.92,474.28,20.9,98130,49
683,0,0.0,0.62,53436,0.36,185.43,28.92,98786,27
98,0,0.0,0.62,127106,0.85,439.19,18.89,98919,77
804,0,0.0,0.62,0,0.0,0.62,26.02,98836,34
